CCTV-4 中文国际欧洲,rtp://239.3.1.213:4220
春晚1992,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8
春晚1993,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYwODJfMF8z_b_B647d10e431b4cc5e48e6c77347d69021.mp4
春晚1994,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxMjNfMF8z_b_B3dde97f36273f04403d4dc5eec611a35.mp4
春晚1995,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQwNzVfMF8z_b_B811c0dec6b9a3d3074a18522c185010a.mp4
春晚1996,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxNTJfMF8z_b_Bd841eae10ab1c9955ef55fbedfae6c45.mp4
春晚1997,https://txmov2.a.kwimgs.com/bs3/video-hls/5230649583590411879_hlshd15.m3u8
春晚1998,https://txmov2.a.kwimgs.com/bs3/video-hls/5225864507896315430_hlshd15.m3u8
春晚1999,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQxNTRfMF8z_b_B0b5e52bc003285ef66ec0cbb2be08556.mp4
春晚2000,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxMTNfMF8z_b_Bdddf4e7ef0ff6cfd477857bb40e78419.mp4
春晚2001,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMDFfMF8z_b_B70592cb7c4054e9cabb675e849bbf4bd.mp4
春晚2002,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxNDdfMF8z_b_Ba6271d10b7e6cfae83759033a091f257.mp4
春晚2003,https://alimov2.a.kwimgs.com/upic/2023/01/14/23/BMjAyMzAxMTQyMzQxNDdfNDAzMDAxOTlfOTM2MTU0MTk1NDFfMF8z_b_B182749d2cd2ea9323639254af385f24b.mp4
春晚2004,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxOTVfMF8z_b_B86c4430b82ff5a7f4e8132f6ee558536.mp4
春晚2005,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMzhfMF8z_b_B35ad7cc86aec8fc9e5ddfb31fc7bed63.mp4
春晚2006,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyNzlfMF8z_b_Bbc3703fc331dc994c50859c19aad28ff.mp4
春晚2007,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzMjNfMF8z_b_B00b069c7899976459ceeaa99353dfefe.mp4
春晚2008,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzNTNfMF8z_b_Bd7346962e61bd7b84e11a1fa6e4616f9.mp4
春晚2009,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzOTBfMF8z_b_B29a36a85e0277f6c2a1f033ef7c10708.mp4
春晚2010,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ0MjlfMF8z_b_B8818807a00eed329a69fb494f405bd43.mp4
春晚2011,https://alimov2.a.kwimgs.com/upic/2023/01/16/11/BMjAyMzAxMTYxMTA3MjFfNDAzMDAxOTlfOTM3MjcyMjA3ODhfMF8z_b_B8214200efc869dc6fcf99dad619fa4c1.mp4
春晚2012,https://cdn8.yzzy-online.com/20220704/591_82b72f82/1000k/hls/index.m3u8
春晚2013,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ1NjNfMF8z_b_B4fea55408dca4471a68a963ae096be59.mp4
春晚2014,https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTNfNDAzMDAxOTlfOTI4OTY2ODAzNjlfMF8z_b_Bdee65c77f9e7b2120a185c919dad81d2.mp4
春晚2015,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2MTZfMF8z_b_B4851f43f5a2bc2871a9b0ec87294a6e7.mp4
春晚2016,https://cdn8.yzzy-online.com/20220704/577_cda9c8d1/1000k/hls/index.m3u8
春晚2017,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2NDhfMF8z_b_B6527b0c2ce3dda1d9b3f34edd4fdb9aa.mp4
春晚2018,https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTRfNDAzMDAxOTlfOTI4OTY2ODE2MTBfMF8z_b_B11a778e34390a21de42d407e94f45b91.mp4
春晚2019,https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTRfNDAzMDAxOTlfOTI4OTY2ODE2MTBfMF8z_b_B11a778e34390a21de42d407e94f45b91.mp4
春晚2020,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
春晚2021,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
春晚2022,https://alimov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
春晚2023,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hlshd15.m3u8
春晚2024,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8
春晚2025,https://res.cctvnews.cctv.com/video/3005/record/cctv/merge1/133396667284143308839013005/8fbd6180bdef4da19f6155cf6b4652e1-4.m3u8
春晚2026,https://v.lzcdn28.com/20260217/8616_1de9f6e5/index.m3u8
胜维装机,http://107.173.156.246:81/live/huya/19726586
米粒电脑装机,http://107.173.156.246:81/live/huya/16929106
新奇好玩喵,http://107.173.156.246:81/live/huya/21059610
求战砂輪虫江米釀鴨子,http://107.173.156.246:81/live/huya/26355859
博士说,http://107.173.156.246:81/live/huya/20985819
揽星-曼曼,http://107.173.156.246:81/live/huya/19491676
看似斐濟,http://107.173.156.246:81/live/huya/26355780
老实的小虎牙,http://107.173.156.246:81/live/huya/21059609
悟空电脑装机,http://107.173.156.246:81/live/huya/24324961
ByDiy,http://107.173.156.246:81/live/huya/20985807
艺术旅者,http://107.173.156.246:81/live/huya/20985798
宇宙摸魚人,http://107.173.156.246:81/live/huya/26355763
薔薇六,http://107.173.156.246:81/live/huya/26355799
娜娜Q,http://107.173.156.246:81/live/huya/20969125
鬼叔奇谈,http://107.173.156.246:81/live/huya/20985821
缠,http://107.173.156.246:81/live/huya/20969140
揽星-小幸运,http://107.173.156.246:81/live/huya/24584117
调查团,http://107.173.156.246:81/live/huya/20969117
阿夹,http://107.173.156.246:81/live/huya/20985783
重庆表面工程协会,http://107.173.156.246:81/live/huya/28804808
迢递羹瓜祭,http://107.173.156.246:81/live/huya/26355787
有点意思,http://107.173.156.246:81/live/huya/20985824
人间眩法师,http://107.173.156.246:81/live/huya/20985855
盡堊而美洲,http://107.173.156.246:81/live/huya/26355830
合班阿離,http://107.173.156.246:81/live/huya/26355792
君家獵天驕,http://107.173.156.246:81/live/huya/26355826
老来事業斷橋邊,http://107.173.156.246:81/live/huya/26355853
努比亚世界,http://107.173.156.246:81/live/huya/26355808
春江花朝吹香夢,http://107.173.156.246:81/live/huya/26355791
KotohaModeling,http://107.173.156.246:81/live/huya/20985794
山东北路大喬,http://107.173.156.246:81/live/huya/26355860
唐唐科普,http://107.173.156.246:81/live/huya/20985846
葱爆牛柳鱂魚,http://107.173.156.246:81/live/huya/26355778
老文的快乐生活,http://107.173.156.246:81/live/huya/21267475
福星电脑装机,http://107.173.156.246:81/live/huya/28630089
秋風裊裊更秉烛,http://107.173.156.246:81/live/huya/26355781
狂鸟丶铭锐电脑装机,http://107.173.156.246:81/live/huya/18333059
大浪直播,http://107.173.156.246:81/live/huya/28805607
虎扯新车,http://107.173.156.246:81/live/huya/26355820
微风孝王都,http://107.173.156.246:81/live/huya/26355794
爆款手机评测,http://107.173.156.246:81/live/huya/26355815
科技宅男,http://107.173.156.246:81/live/huya/20985785
御所田南通,http://107.173.156.246:81/live/huya/26355773
同芋螺,http://107.173.156.246:81/live/huya/26355801
曾繼君,http://107.173.156.246:81/live/huya/26355833
生活技巧,http://107.173.156.246:81/live/huya/20985833
村村就爱玩,http://107.173.156.246:81/live/huya/21059605
大漠李白,http://107.173.156.246:81/live/huya/26355861
UniqueToo,http://107.173.156.246:81/live/huya/20985806
螺丝也可爱,http://107.173.156.246:81/live/huya/21059604
袖中忽见洮河北,http://107.173.156.246:81/live/huya/26355788
舞困尺蠖,http://107.173.156.246:81/live/huya/26355832
小翼看人文,http://107.173.156.246:81/live/huya/27325280
OPPO新机发售,http://107.173.156.246:81/live/huya/26355813
此人皆怪怒,http://107.173.156.246:81/live/huya/26355779
魅友俱乐部,http://107.173.156.246:81/live/huya/26355805
池邊苏爾,http://107.173.156.246:81/live/huya/26355821
云斑裸頰虾虎鱼锚参科,http://107.173.156.246:81/live/huya/26355766
安心是藥與君同,http://107.173.156.246:81/live/huya/26355827
大龙Dallon,http://107.173.156.246:81/live/huya/28061673
小翼看科技,http://107.173.156.246:81/live/huya/27318871
维思维,http://107.173.156.246:81/live/huya/20985802
机动战士驾驶科目3,http://107.173.156.246:81/live/huya/26355764
赛文777,http://107.173.156.246:81/live/huya/21059607
集梦电脑装机手机维修,http://107.173.156.246:81/live/huya/12255327
小武电影,http://107.173.156.246:81/live/huya/26942609
小米新机播报,http://107.173.156.246:81/live/huya/26355807
阿叁,http://107.173.156.246:81/live/huya/20969141
Apple手机快发资讯,http://107.173.156.246:81/live/huya/26355817
电脑装机联盟,http://107.173.156.246:81/live/huya/20469031
HUAWEI手机产品线,http://107.173.156.246:81/live/huya/26355812
壹车,http://107.173.156.246:81/live/huya/20969124
都護鐵衣也君子,http://107.173.156.246:81/live/huya/26355772
對君白蜥蜴,http://107.173.156.246:81/live/huya/26355776
长沙海底世界,http://107.173.156.246:81/live/huya/27423636
一加手机首发,http://107.173.156.246:81/live/huya/26355814
江苏政哥攒机,http://107.173.156.246:81/live/huya/23810101
VIVO新机看点,http://107.173.156.246:81/live/huya/26355803
惡紫之奪氈酒,http://107.173.156.246:81/live/huya/26355866
三十既未息,http://107.173.156.246:81/live/huya/26355846
銀河少女-,http://107.173.156.246:81/live/huya/26355760
电竞也要专用机,http://107.173.156.246:81/live/huya/26355816
玩大变成光,http://107.173.156.246:81/live/huya/21059608
Latest手机发布会,http://107.173.156.246:81/live/huya/26355818
【封心鎖愛】,http://107.173.156.246:81/live/huya/10105271
天地間香芒,http://107.173.156.246:81/live/huya/26355800
硬核三星,http://107.173.156.246:81/live/huya/26355819
如何雨燕,http://107.173.156.246:81/live/huya/26355796
一刻talks,http://107.173.156.246:81/live/huya/17000197
撫孤于人也,http://107.173.156.246:81/live/huya/26355825
仙人万戶侯,http://107.173.156.246:81/live/huya/26355863
良奉白豆,http://107.173.156.246:81/live/huya/26355849
年月犬,http://107.173.156.246:81/live/huya/26355784
揽星-丰哥,http://107.173.156.246:81/live/huya/25611853
老三国,http://107.173.156.246:81/live/huya/11602081
新三国,http://107.173.156.246:81/live/huya/11352944
新水浒,http://107.173.156.246:81/live/huya/11342384
庆余年,http://107.173.156.246:81/live/huya/11352960
地下交通站,http://107.173.156.246:81/live/huya/11342433
邻里一家亲,http://107.173.156.246:81/live/huya/11342426
苏州4K,https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8
南国都市4K,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de
CCTV4K真4K,http://vip1.xinketongxun.fun:8082/tsfile/live/1026_1.m3u8
CCTV-4 欧洲,#http://8.138.7.223/tv/migu8.php?id=66e1470c453536359985b7b9b8222742
CCTV-4 美洲,#http://8.138.7.223/tv/migu8.php?id=45de6fabfc0d9dfd41de6ad5022d8fce
CCTV 4K,#http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227510/index.m3u8
CCTV 8K,#http://116.52.175.3:29999/nptv/cctv8k.m3u8
CCTV-兵器科技,http://www.lizhinas.top:1009/rtp/239.252.219.98:5140
CCTV-世界地理,http://www.lizhinas.top:1009/rtp/239.252.219.93:5140
CCTV-风云足球,http://www.lizhinas.top:1009/rtp/239.252.219.96:5140
CCTV-风云音乐,http://www.lizhinas.top:1009/rtp/239.252.219.87:5140
CCTV-风云剧场,http://www.lizhinas.top:1009/rtp/239.252.219.89:5140
CCTV-第一剧场,http://www.lizhinas.top:1009/rtp/239.252.219.86:5140
CCTV-怀旧剧场,http://www.lizhinas.top:1009/rtp/239.252.219.90:5140
CCTV-文化精品,http://www.lizhinas.top:1009/rtp/239.252.219.81:5140
CCTV-女性时尚,http://www.lizhinas.top:1009/rtp/239.252.219.94:5140
CCTV-卫生健康,http://nas.hssvm.com:8888/udp/225.1.1.210:5002
CCTV-央视台球,http://www.lizhinas.top:1009/rtp/239.252.219.80:5140
CCTV-央视高网,http://www.lizhinas.top:1009/rtp/239.252.219.95:5140
CCTV-电视指南,http://www.lizhinas.top:1009/rtp/239.252.219.97:5140
中国天气,http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8
中国交通,http://drive.mxmy.net:8888/udp/239.3.1.188:8001
直播中国,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
熊猫直播,https://gcwbndali.v.myalicdn.com/gcwbnd/ipanda1000_2/index.m3u8
CETV-1 综合教育,http://www.lizhinas.top:1009/rtp/239.252.220.198:5140
CETV-2 空中课堂,http://www.lizhinas.top:1009/rtp/239.252.219.73:5140
CETV-3 教育服务,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226722/1.m3u8
CETV-4 职业教育,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226724/1.m3u8
CGTN英语,http://english-livetx.cgtn.com/hls/yypdyyctzb_hd.m3u8
CGTN记录,https://english-livetx.cgtn.com/hls/yypdjlctzb_hd.m3u8
CGTN俄语,http://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd.m3u8
CGTN法语,http://espanol-liveali.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd.m3u8
CGTN西语,http://espanol-liveali.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd.m3u8
CGTN阿语,http://espanol-liveali.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd.m3u8
CCTV4K,http://p.ytelc.com/169l/0/cctv.php?id=cctv4k
上海纪实,http://iptv.huuc.edu.cn/hls/docuchina.m3u8
金鹰纪实,http://iptv.huuc.edu.cn/hls/gedocu.m3u8
北京新闻,http://iptv.huuc.edu.cn/hls/btv9hd.m3u8
山东教育,http://iptv.huuc.edu.cn/hls/sdetv.m3u8
CCTV4美洲,http://t.061899.xyz/tl/tl.php?id=cctv4m
CCTV4欧洲,http://t.061899.xyz/tl/tl.php?id=cctv4o
CCTV发现之旅,http://t.061899.xyz/tl/tl.php?id=fxzl
CCTV老故事,http://t.061899.xyz/tl/tl.php?id=lgs
CCTV中学生,http://t.061899.xyz/tl/tl.php?id=zxs
CGTN,http://t.061899.xyz/tl/tl.php?id=cgtn
CGTN纪录,http://t.061899.xyz/tl/tl.php?id=cgtnjl
海峡卫视,http://t.061899.xyz/tl/tl.php?id=hxws
大湾区卫视,http://t.061899.xyz/tl/tl.php?id=dwqws
四海钓鱼,http://t.061899.xyz/tl/tl.php?id=shdy
CHC动作电影,http://t.061899.xyz/tl/tl.php?id=chcdzdy
CHC家庭影院,http://t.061899.xyz/tl/tl.php?id=chcjtdy
东方影视,http://t.061899.xyz/tl/tl.php?id=dfys
上海新闻综合,http://t.061899.xyz/tl/tl.php?id=shxwzh
上海第一财经,http://t.061899.xyz/tl/tl.php?id=dycj
上视纪实人文,http://t.061899.xyz/tl/tl.php?id=shjsrw
上海外语,http://t.061899.xyz/tl/tl.php?id=shics
法治天地,http://t.061899.xyz/tl/tl.php?id=fztd
劲爆体育,http://t.061899.xyz/tl/tl.php?id=jbty
魅力足球,http://t.061899.xyz/tl/tl.php?id=mlzq
乐游,http://t.061899.xyz/tl/tl.php?id=ly
欢笑剧场,http://t.061899.xyz/tl/tl.php?id=hxjc
七彩戏剧,http://t.061899.xyz/tl/tl.php?id=qcxj
游戏风云,http://t.061899.xyz/tl/tl.php?id=yxfy
优漫卡通,http://t.061899.xyz/tl/tl.php?id=ymkt
大湾区卫视,http://148.135.93.213/live.php?id=大湾区卫视
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8
tvg-id="河北卫视" tvg-name="河北卫视" tvg-logo="https://gitee.com/suxuang/logo/raw/master/mylogo/河北卫视.png" group-title="卫视频道",河北卫视,http://120.76.248.139/live/bfgd/4200000108.m3u8
tvg-id="宁夏卫视" tvg-name="宁夏卫视" tvg-logo="https://gitee.com/suxuang/logo/raw/master/mylogo/宁夏卫视.png" group-title="卫视频道",宁夏卫视,http://120.76.248.139/live/bfgd/4200000118.m3u8
tvg-id="云南卫视" tvg-name="云南卫视" tvg-logo="https://gitee.com/suxuang/logo/raw/master/mylogo/云南卫视.png" group-title="卫视频道",云南卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3d3dy5kc2suY2MvcGhwL3N4Z2QucGhwP2lkPXlud3M=
延边卫视,http://120.76.248.139/live/bfgd/4200000117.m3u8
厦门卫视,http://e2.woc.iiiya.cn:28888/rtp/239.61.2.11:8060
农林卫视,http://120.76.248.139/live/bfgd/4200000122.m3u8
兵团卫视,http://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
山东教育,https://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8
海峡卫视,http://8.138.7.223/tv/hxws.m3u8
安多卫视,#http://qwt.zhibotv.top:2016/全网通.php?id=安多卫视
康巴卫视,#http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225856/index.m3u8
大湾区卫视,http://ali.hlspull.yximgs.com/live/b027460e580a463cb7e44eebexcvhnddggdfsdg.flv
珠江卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.24:11111
CGTN,http://112.27.235.94:8000/hls/17/index.m3u8
上海卫视,http://112.27.235.94:8000/hls/28/index.m3u8
重温经典,http://112.27.235.94:8000/hls/50/index.m3u8
CCTV-4K,http://www.tszhgjj.cn:7000/rtp/239.253.93.134:6631
苏州4K,http://106.53.99.30/tv/api.php?id=sztv4k
河北4K,http://106.53.99.30/tv/api.php?id=hebtv4k
CETV-01,https://zby.130519.xyz/PLTV/11/224/3221225775/index.m3u8
CETV-04,https://zby.130519.xyz/PLTV/11/224/3221226153/index.m3u8
黑龙江视,https://zby.130519.xyz/PLTV/11/224/3221225722/index.m3u8
东方影视,https://zby.130519.xyz/PLTV/11/224/3221225744/index.m3u8
东方财经,https://zby.130519.xyz/PLTV/11/224/3221226134/index.m3u8
第一财经,https://zby.130519.xyz/PLTV/11/224/3221225737/index.m3u8
上海都市,https://zby.130519.xyz/PLTV/11/224/3221225749/index.m3u8
五星体育,https://zby.130519.xyz/PLTV/11/224/3221225732/index.m3u8
都市剧场,https://zby.130519.xyz/PLTV/11/224/3221225762/index.m3u8
都市剧场,#https://zby.130519.xyz/PLTV/11/224/3221226155/index.m3u8
欢笑剧场,https://zby.130519.xyz/PLTV/11/224/3221225771/index.m3u8
新闻综合,https://zby.130519.xyz/PLTV/11/224/3221226136/index.m3u8
金色学堂,https://zby.130519.xyz/PLTV/11/224/3221225748/index.m3u8
生活时尚,https://zby.130519.xyz/PLTV/11/224/3221225768/index.m3u8
法治天地,https://zby.130519.xyz/PLTV/11/224/3221225994/index.m3u8
游戏风云,https://zby.130519.xyz/PLTV/11/224/3221226117/index.m3u8
游戏风云,#https://zby.130519.xyz/PLTV/11/224/3221226140/index.m3u8
乐游频道,https://zby.130519.xyz/PLTV/11/224/3221226157/index.m3u8
乐游频道,#https://zby.130519.xyz/PLTV/11/224/3221226115/index.m3u8
哈哈炫动,https://zby.130519.xyz/PLTV/11/224/3221226161/index.m3u8
哈哈炫动,#https://zby.130519.xyz/PLTV/11/224/3221226175/index.m3u8
动漫秀场,https://zby.130519.xyz/PLTV/11/224/3221225764/index.m3u8
动漫秀场,#https://zby.130519.xyz/PLTV/11/224/3221226138/index.m3u8
卡酷少儿,https://zby.130519.xyz/PLTV/11/224/3221226019/index.m3u8
金鹰卡通,https://zby.130519.xyz/PLTV/11/224/3221226094/index.m3u8
睛彩竞技,https://zby.130519.xyz/PLTV/11/224/3221226116/index.m3u8
睛彩篮球,https://zby.130519.xyz/PLTV/11/224/3221226118/index.m3u8
睛彩广场,https://zby.130519.xyz/PLTV/11/224/3221226139/index.m3u8
CHC影迷电影,http://58.19.38.162:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CHC家庭影院,http://58.19.38.162:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,http://58.19.38.162:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CHC影迷电影HD,http://122.228.73.138:2380/hw1live.rxip.sc96655.com.huan.tv/live/lnwsCHC-HDH265_4000.m3u8
CHC家庭影院HD,http://122.228.73.138:2380/hw1live.rxip.sc96655.com.huan.tv/live/jbtygqCHCjtyyH265_4000.m3u8
CHC动作电影HD,http://122.228.73.138:2380/hw1live.rxip.sc96655.com.huan.tv/live/wqCHCdzdyH265_4000.m3u8
求索纪录,http://111.22.153.159:35455/itv/2000000004000000010.m3u8?cdn=hnbblive
求索科学,http://111.22.153.159:35455/itv/2000000004000000011.m3u8?cdn=hnbblive
求索生活,http://111.22.153.159:35455/itv/2000000004000000008.m3u8?cdn=hnbblive
求索动物,http://111.22.153.159:35455/itv/2000000004000000009.m3u8?cdn=hnbblive
纪实科教8K,https://gdcucc.v1.mk/gdcucc/brtv8k.m3u8
爱上4K,http://wouu.net:9977/udp/239.93.0.97:5140
华数4K,http://111.22.153.159:35455/itv/2000000004000000014.m3u8?cdn=hnbblive
纯享4K,#http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221226825/index.m3u8
求索纪录4K,http://tvbox6.icu/tv/gdmzyd.php?id=104
重温经典,http://8.138.7.223/tv/cwjd.php
搜狐剧场,https://hdl-vip-ws.qf.56.com/live/lc_11730.flv
1905电影网,http://8.138.7.223/tv/1905.php?id=LIVE8J4LTCXPI7QJ5
1905电影网（国内）,http://8.138.7.223/tv/1905.php?id=LIVEOYY31H24H48NE
中国电影频道,https://live.tvfix.org/live/cmc/index.m3u8
美亚电影台,https://live.tvfix.org/live/mydy/index.m3u8
漫威电影,http://1.94.31.214:35455/douyu/6140589
精彩影视,http://111.22.153.159:35455/itv/6000000006000320630.m3u8?cdn=wasusyt
中国天气,#http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227210/index.m3u8
纪实科教,http://120.76.248.139/live/bfgd/4200000113.m3u8
金鹰纪实,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226667/1.m3u8
新视觉HD,http://120.76.248.139/live/bfgd/4200000249.m3u8
茶友频道,#http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221226859/index.m3u8
快乐垂钓,#http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221226940/index.m3u8
劲爆体育,http://111.22.153.159:35455/itv/5000000002000029972.m3u8?cdn=bestzb
魅力足球,http://111.22.153.159:35455/itv/5000000011000031207.m3u8?cdn=bestzb
五星体育,http://bp-livetytv.bestv.cn/ch/bestvwxty.m3u8
新纪实,http://bp-resource-dfl.bestv.cn/155/3/video.m3u8
第一财经,http://bp-livetytv.bestv.cn/ch/bestvdycj.m3u8
上海新闻,http://bp-livetytv.bestv.cn/ch/bestvxwzh.m3u8
上海都市,http://bp-livetytv.bestv.cn/ch/bestvdspd.m3u8
海峡卫视,http://8.138.7.223/tv/hxws.m3u8
四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
